id;paperTitle;area;authorID;corrAuthorID;publicationID;venueId;reviewer_1;reviewer_2;review_1;review_2;paperType;paperAbstract;decisions_1;decisions_2;year;url
1452;The_effects_of_normobaric_and_hypobaric_hypoxia_on_cognitive_performance_and_physiological_responses:A_crossover_study;Data Management;7946,7947,7948,7949,7950,7951,7952,7953;7948;null;12504;Rashtra_Bhushan;Min_Kang;Woman_measure_later_among_foot_teacher_power__Change_set_put_four_performance_six_Hold_back_else_street_Fear_seven_heart__Attack_dream_woman_rule_style_bank_ready_;Gun_produce_firm_listen_simply_message_well_building_Listen_stage_scene_full__Him_nor_executive_education_history_;DemoPaper;This_partially_randomised_controlled__crossover_study_sought_to_investigate_the_effects_of_normobaric_hypoxia_NH_and_hypobaric_hypoxia_HH_on_cognitive_performance__the_physiological_response_at_rest_and_after_a_3_min_step_test__Twenty_healthy_participants_10_females_and_10_males__27_6±6_2yrs__73_6±13_7kg__175_3±8_9cm_completed_a_cognitive_performance_test__followed_by_the_modified_Harvard_step_protocol__in_four_environments:normobaric_normoxia_NN;_PiO2:146_0±1_5mmHg__NH_PiO2:100_9±1_3mmHg__HH_at_the_first_day_of_ascent_HH1:PiO2_=_105_6±0_4mmHg_and_HH_after_an_overnight_stay_HH2:PiO2_=_106_0±0_5mmHg__At_rest_and/or_exercise__SpO2__NIRS__and_cardiovascular_and_perceptual_data_were_collected__The_cerebral_tissue_oxygenation_index_and_the_cognitive_performance_throughput__accuracy__and_reaction_time_were_not_different_between_the_hypoxic_conditions_all_p0_05__In_NH__SpO2_was_higher_compared_to_HH1_ΔSpO2_NH_vs_HH1:1_7±0_5__p_=_0_003_whilst_heart_rate_ΔHR_NH_vs_HH2:5_8±2_6_bpm__p_=_0_03_and_sympathetic_activation_ΔSNSi_NH_vs_HH2:0_8±0_4__p_=_0_03_were_lower_in_NH_compared_to_HH2__Heart_rate_ΔHR_HH1_vs_HH2:6_9±2_6_bpm__p_=_0_01_and_sympathetic_action_ΔSNSi_HH1_vs_HH2:0_9±0_4__p_=_0_02_were_both_lower_in_HH1_compared_to_HH2__In_conclusion__cognitive_performance_and_cerebral_oxygenation_didnt_differ_between_the_hypoxic_conditions__SpO2_was_only_higher_in_NH_compared_to_HH1__In_HH2__heart_rate_and_sympathetic_activation_were_higher_compared_to_both_NH_and_HH1__These_conclusions_account_for_a_PiO2_between_100–106_mmHg_;No;Yes;2022;https://www.semanticscholar.org/paper/6beaabaef7983591bf8824a78cba38199c8dba9a
1473;Optical_imaging_and_spectroscopy_for_the_study_of_the_human_brain:status_report;Engineering,Data Management;8052,8053,8054,8055,8056,8057,8058,8059,8060,8061,8062,8063,8064,8065,8066,8067,8068,8069,8070,8071,8072,8073,8074,8075,8076,8077,8078,8079,8080,8081,8082,8083,8084,8085,8086,8087,8088,8089,8090,8091,8092,8093,8094,8095,7912,8096,8097,8098,8099,8100,8101,8102,8103,8104,7913,8105,8106,8107,8108,8109;8101;12919;12502;Jolanta_Cylwik;V__Bronte;Decision_walk_air_certainly_leg_job_general_lead_Month_past_smile_require__Of_onto_outside_former_teacher_per_more_;Charge_nor_adult_age_kitchen_almost_foreign__Probably_usually_bar_true_Concern_follow_sing_there__Three_include_look_management_this_million__Series_customer_stage_image_bad_evidence_local_;FullPaper;Abstract__This_report_is_the_second_part_of_a_comprehensive_two_part_series_aimed_at_reviewing_an_extensive_and_diverse_toolkit_of_novel_methods_to_explore_brain_health_and_function__While_the_first_report_focused_on_neurophotonic_tools_mostly_applicable_to_animal_studies__here__we_highlight_optical_spectroscopy_and_imaging_methods_relevant_to_noninvasive_human_brain_studies__We_outline_current_state_of_the_art_technologies_and_software_advances__explore_the_most_recent_impact_of_these_technologies_on_neuroscience_and_clinical_applications__identify_the_areas_where_innovation_is_needed__and_provide_an_outlook_for_the_future_directions_;Yes;Yes;2022;https://www.semanticscholar.org/paper/1a4be9cee2a65209f3a0f9b2c3a48b02cdd886b8
1472;Intersubject_Variability_in_Cerebrovascular_Hemodynamics_and_Systemic_Physiology_during_a_Verbal_Fluency_Task_under_Colored_Light_Exposure:Clustering_of_Subjects_by_Unsupervised_Machine_Learning;Data Management;7911,8051,7912,7913;8051;null;13167;N__L__Arents;F__Brigadeau;Represent_my_economy__Mouth_third_involve_Large_ok_beat_history_act_common_type__Sort_TV_ability_operation_age_Second_tax_ask_good_approach__Toward_both_to_source_deep_;Wonder_investment_serve__True_reality_performance_by_budget_spring_standard_Space_most_ahead_tough_sense_travel__Program_kind_bed_Generation_stay_young_pick_Mrs_;DemoPaper;There_is_large_intersubject_variability_in_cerebrovascular_hemodynamic_and_systemic_physiological_responses_induced_by_a_verbal_fluency_task_VFT_under_colored_light_exposure_CLE__We_hypothesized_that_machine_learning_would_enable_us_to_classify_the_response_patterns_and_provide_new_insights_into_the_common_response_patterns_between_subjects__In_total__32_healthy_subjects_15_men_and_17_women__age:25_5_±_4_3_years_were_exposed_to_two_different_light_colors_red_vs__blue_in_a_randomized_cross_over_study_design_for_9_min_while_performing_a_VFT__We_used_the_systemic_physiology_augmented_functional_near_infrared_spectroscopy_SPA_fNIRS_approach_to_measure_cerebrovascular_hemodynamics_and_oxygenation_at_the_prefrontal_cortex_PFC_and_visual_cortex_VC_concurrently_with_systemic_physiological_parameters__We_found_that_subjects_were_suitably_classified_by_unsupervised_machine_learning_into_different_groups_according_to_the_changes_in_the_following_parameters:end_tidal_carbon_dioxide__arterial_oxygen_saturation__skin_conductance__oxygenated_hemoglobin_in_the_VC__and_deoxygenated_hemoglobin_in_the_PFC__With_hard_clustering_methods__three_and_five_different_groups_of_subjects_were_found_for_the_blue_and_red_light_exposure__respectively__Our_results_highlight_the_fact_that_humans_show_specific_reactivity_types_to_the_CLE_VFT_experimental_paradigm_;Yes;No;2022;https://www.semanticscholar.org/paper/2d805a324ff02e6f2fd5099d58d6e38cf9ef9fc0
1471;Wearable__Multimodal__Biosignal_Acquisition_System_for_Potential_Critical_and_Emergency_Applications;Data Management;8046,8047,8048,8049,8050;8050;12918;12583;C__Bathgate;Giulia_Cristinziano;Peace_range_because_item__Evening_sense_another_mention_animal_evidence_hear__Learn_main_the_after_Successful_exist_activity_save_involve__Development_apply_fast_find_market_;Reach_possible_drug_hear_weight_great__Director_near_consumer_big_citizen_let_prevent_too__Apply_old_voice_hear_;FullPaper;For_emergency_or_intensive_care_units_ICUs__patients_with_unclear_consciousness_or_unstable_hemodynamics_often_require_aggressive_monitoring_by_multiple_monitors__Complicated_pipelines_or_lines_increase_the_burden_on_patients_and_inconvenience_for_medical_personnel__Currently__many_commercial_devices_provide_related_functionalities__However__most_devices_measure_only_one_biological_signal__which_can_increase_the_budget_for_users_and_cause_difficulty_in_remote_integration__In_this_study__we_develop_a_wearable_device_that_integrates_electrocardiography_ECG__electroencephalography_EEG__and_blood_oxygen_machines_for_medical_applications_with_the_hope_that_it_can_be_applied_in_the_future__We_develop_an_integrated_multiple_biosignal_recording_system_based_on_a_modular_design__The_developed_system_monitors_and_records_EEG__ECG__and_peripheral_oxygen_saturation_SpO2_signals_for_health_purposes_simultaneously_in_a_single_setting__We_use_a_logic_level_converter_to_connect_the_developed_EEG_module_BR8__ECG_module__and_SpO2_module_to_a_microcontroller_Arduino__The_modular_data_are_then_smoothly_encoded_and_decoded_through_consistent_overhead_byte_stuffing_COBS__This_developed_system_has_passed_simulation_tests_and_exhibited_proper_functioning_of_all_modules_and_subsystems__In_the_future__the_functionalities_of_the_proposed_system_can_be_expanded_with_additional_modules_to_support_various_emergency_or_ICU_applications_;Yes;Yes;2021;https://www.semanticscholar.org/paper/ed1caca55bbad1aa6e00b40842c0896bb457c346
1470;Decreased_Event_Related_Desynchronization_of_Mental_Rotation_Tasks_in_Young_Tibetan_Immigrants;Data Management;8042,8043,8044,7974,8045;8043;12917;11320;F__Bracci;Myung_Sunny_Kim;Poor_whether_from_can__Majority_many_between_management_Task_make_choose_table_region_then__Get_every_do_Cultural_rest_avoid_professor__Sit_run_build_dark_politics_reach_toward_;Professional_whether_right_option_body_pretty__Including_door_enjoy_record_machine_really_Coach_very_other_sing_cost_himself_doctor__Their_happy_dog_the_exist_;DemoPaper;The_present_study_aimed_to_explore_the_cortical_activity_underlying_mental_rotation_in_high_altitude_immigrants_via_the_event_related_desynchronization_ERD__the_electroencephalogram_time–frequency_analysis__and_source_localization_based_on_electroencephalographic_data__When_compared_with_the_low_altitude_individuals__the_reaction_time_of_mental_rotation_tasks_was_significantly_slower_in_immigrants_who_had_lived_in_high_altitude_areas_for_3_years__The_time–frequency_analysis_showed_that_the_alpha_ERD_and_the_beta_ERD_within_the_time_window_400–700_ms_were_decreased_during_the_mental_rotation_tasks_in_these_immigrants__The_decreased_ERD_was_observed_at_the_parietal–occipital_regions_within_the_alpha_band_and_at_the_central–parietal_regions_within_the_beta_band__The_decreased_ERD_might_embody_the_sensorimotor_related_cortical_activity_from_hypoxia__which_might_be_involved_in_cognitive_control_function_in_high_altitude_immigrants__which_provided_insights_into_the_neural_mechanism_of_spatial_cognition_change_on_aspect_of_embodied_cognition_due_to_high_altitude_exposure_;Yes;Yes;2021;https://www.semanticscholar.org/paper/c3bd00a1d4f37e3f9bcd7513b5d156223649e386
0;Central_venous_catheterization_related_complications_in_Pediatric_Intensive_Care_Unit_at_Queen_Sirikit_National_Institute_of_Child_Health_;Data Management;1815,1816,1817;1816;11323;11124;S__Franceschelli;M__Poussel;Office_several_summer_program_Song_administration_what_board__Mission_simple_where_sport_police_once_face__Because_better_player_account_drive_;Improve_sell_here_million__Edge_method_notice_sport_through_right_Group_fear_give__Relationship_between_long_close_Understand_final_stay_center__Whom_firm_agent_a_rather_bad_;FullPaper;BACKGROUNDCentral_venous_catheterization_CVC_is_an_indispensable_route_of_venous_access_in_management_of_critically_ill_patients__Potential_CVC_related_complications_include_mechanical_and_infectious_complications_OBJECTIVETo_determine_type__incidence_and_risk_factor_of_CVC_related_complications_in_pediatric_patients_MATERIAL_AND_METHODProspective_observational_study_of_all_patients_who_underwent_CVC_in_pediatric_intensive_care_unit_PICU_at_Queen_Sirikit_National_Institute_of_Child_Health__over_a_1_year_period_RESULTSThe_study_included_137_patients__of_whom_63_5_were_males__The_mean_age_was_36_7_±_4_4_months__There_were_204_CVC_attempts_with_total_indwell_time_of_2_002_days__The_rate_of_mechanical_complication_was_19__including_failure_to_place_catheter_9_3__hematoma_4_9__arterial_puncture_2_and_pneumothorax_1_5__Patient_body_mass_index_BMI__30_kg/m2__internal_jugular_venous_catheterization__and_longer_insertion_time__30_minutes_were_associated_with_high_mechanical_complication_rates__The_incidence_density_of_catheter_related_blood_stream_infection_CRBSI_was_7_5/1_000_catheter_days__Femoral_vein_placement_had_significant_higher_incidence_of_CRBSI_CONCLUSIONCVC_related_complications_are_comparable_to_previous_studies__Risk_factors_of_mechanical_complications_include_high_BMI__internal_jugular_venous_catheterization_and_longer_insertion_time__Femoral_venous_catheterization_is_the_only_risk_factor_for_CRBSI_;Yes;Yes;2014;https://www.semanticscholar.org/paper/428b19e218451467d91c3f56fcd8ea3d4267a6d8
1;Can_central_venous_access_device_care_bundles_and_regular_feedback_reduce_central_line_associated_complications_in_pediatric_patients;Data Management;1818,1819;1819;11324;12433;Siyang_Xu;Elena_Lucena_de_Pablo;Cover_mouth_college__Light_want_somebody_any_newspaper_often__Its_cold_form_must_allow_war_Born_tend_point_place_audience__With_chair_far_arrive_imagine__Form_despite_education_like_realize_trip_;Think_sense_real_camera_next_difference__Future_today_class_day__Training_five_ahead_analysis_both_Decade_maybe_effect_hotel_high__All_buy_low_her_operation_Environment_note_government_with_;DemoPaper;Background_The_use_of_indwelling_central_venous_access_devices_CVADs_in_children_can_result_in_complications_such_as_infection__occlusion__and_dislodgement__Purpose_To_evaluate_whether_reinforcing_CVAD_care_bundles_by_using_a_regular_direct_feedback_system_could_reduce_such_complications_in_children__Methods_The_intervention_in_this_retrospective_interrupted_time_series_study_was_initiated_in_January_2019__The_study_was_divided_into_the_preintervention_October–December_2018__3_month_postintervention_January–March_2019__and_6_month_postintervention_April–June_2019_phases__Risk_difference_and_Poisson_regression_analyses_were_used_to_illustrate_the_effectiveness_of_the_intervention__Results_The_hospital_wide_central_line_related_bloodstream_infection_rate_decreased_from_10_0/1_000_catheter_days_to_4_5/1_000_catheter_days_at_3_month_postintervention_P=0_39_and_to_1_4/1_000_catheter_days_at_6_month_postintervention_P=0_047__The_central_line_occlusion_rate_significantly_decreased_from_30_to_12_8_P=0_04_and_8_3_P=0_002_at_3_and_6_months__respectively__Approximately_7_of_CVADs_became_dislodged_during_the_preintervention_phase_versus_8_5_P=0_364_and_3_3_P=0_378_at_3_and_6_months__respectively__Conclusion_Reinforcing_CVAD_care_bundles_with_direct_feedback_could_significantly_decrease_CVAD_associated_complications_in_terms_of_infection_at_6_month_postintervention__and_occlusion_at_3__and_6_month_postintervention__Thus__reinforcement_and_regular_direct_feedback_might_improve_care_quality_in_children_with_CVADs_;Yes;Yes;2020;https://www.semanticscholar.org/paper/1223ddfa85a489cc101bac931092649cf20f494a
1469;Repeatability_of_adaptive_traits_among_ethnic_Tibetan_highlanders;Data Management;8036,8037,8038,8039,8040,8041;8039;12916;12490;Haaris_A__Shiwani;C__Pachêco_Pereira;Long_news_development_open_participant__Chair_quickly_identify_worry_sign_great_Happy_range_event_edge_ever_pattern_dark__Suddenly_image_bill_week_;Cell_girl_stuff__Piece_director_that_consumer_professional_Begin_long_contain_dream_level_low_however__Ok_sing_thought_crime__Forget_paper_imagine_she_north_;DemoPaper;Connecting_traits_to_biological_pathways_and_genes_relies_on_stable_observations__Researchers_typically_determine_traits_once__expecting_careful_study_protocols_to_yield_measurements_free_of_noise__This_report_examines_that_expectation_with_test–retest_repeatability_analyses_for_traits_used_regularly_in_research_on_adaptation_to_high‐altitude_hypoxia__often_in_settings_without_climate_control_;Yes;Yes;2021;https://www.semanticscholar.org/paper/1e54a66e739f689a09e0df543b054773ecffd41c
2;Efficacy_of_chlorhexidine_patches_on_central_line‐associated_bloodstream_infections_in_children;Data Management;1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832;1830;11325;13158;J__Mcgrath;Shayan_Aryannezhad;It_happen_me_find_later_firm__Party_will_discussion_Describe_itself_night_where__Remain_not_reach_management__Bring_structure_land_study_must_wife_;Dinner_school_building_fear_certainly_well_new__Represent_write_star_almost_sort__Usually_TV_begin__It_indicate_if_leave_institution_old_;Poster;Central_line‐associated_bloodstream_infections_CLABSIs_are_important_hospital‐acquired_infections__Chlorhexidine‐impregnated_dressings_also_known_as_chlorhexidine_patches__CHG_patches_are_reported_to_decrease_CLABSIs_in_adults__This_study_aims_to_determine_the_efficacy_of_CHG_patches_in_reducing_CLABSIs_in_children_;Yes;Yes;2020;https://www.semanticscholar.org/paper/e353c646a7d242e1cd8d3ee898b88676605756c6
1468;Hypoxic_Exercise_Exacerbates_Hypoxemia_and_Acute_Mountain_Sickness_in_Obesity:A_Case_Analysis;Data Management;8032,8033,8034,8035;8033;11428;11121;A__Ihan;D__Orgill;Industry_pattern_third__Article_idea_mean_section__However_into_fear_represent_Letter_eat_public_yard_Pattern_trouble_movie_hard_at_other__Wife_who_no_to_stuff_explain_space_;World_drive_growth_who_thank_window_goal__Live_soldier_agency_family__Memory_organization_someone_;FullPaper;Acute_mountain_sickness_AMS_is_a_common_syndrome_characterized_by_headache__dizziness__loss_of_appetite__weakness__and_nausea__As_a_major_public_health_issue__obesity_has_increased_in_high_altitude_urban_residents_and_intermittent_commuters_to_high_altitudes__The_present_study_investigated_acute_hypoxic_exposure_and_hypoxic_exercise_on_hypoxemia_severity_and_AMS_symptoms_in_a_physically_active_obese_man__In_this_case_analysis__peripheral_oxygen_saturation_SpO2_was_used_to_evaluate_hypoxemia__heart_rate_HR_and_blood_pressure_BP_were_used_to_reflect_the_function_of_autonomic_nervous_system_ANS__and_Lake_Louise_scoring_LLS_was_used_to_assess_AMS__The_results_showed_that_acute_hypoxic_exposure_led_to_severe_hypoxemia_SpO2_=_72_and_tachycardia_HRrest_=_97_bpm__and_acute_hypoxic_exercise_exacerbated_severe_hypoxemia_SpO2_=_59_and_ANS_dysfunction_HRpeak_=_167_bpm__SBP/DBP_=_210/97_mmHg__At_the_end_of_the_6_h_acute_hypoxic_exposure__the_case_developed_severe_AMS_LLS_=_10_symptoms_of_headache__gastrointestinal_distress__cyanosis__vomiting__poor_appetite__and_fatigue__The_findings_of_the_case_study_suggest_that_high_physical_activity_level_appears_did_not_show_a_reliable_protective_effect_against_severe_hypoxemia__ANS_dysfunction__and_severe_AMS_symptoms_in_acute_hypoxia_exposure_and_hypoxia_exercise_;Yes;Yes;2021;https://www.semanticscholar.org/paper/227e9fcd1b444d1ac837d254f66bcc587397ba10
3;Vascular_Access_in_Critically_Ill_Pediatric_Patients_With_Obesity*;Data Management;1833,1834,1835,1836;1836;11326;12461;G__Galassini;R__Suzuki;Take_ground_decade_service_probably_decision_rather__Model_box_instead_expect_part_Put_activity_anyone_however_write_authority_middle_physical__Provide_statement_big_heart_line_risk_red_;Picture_live_everybody_follow__Teach_keep_deep_call__Answer_medical_design_likely_stand_stage_he_Quite_chair_seem_inside_professional_purpose__Head_message_anything_relate_;FullPaper;Objectives:Pediatric_obesity_is_highly_prevalent_and_has_been_associated_with_poor_outcomes_for_hospitalized_children__Vascular_access_is_essential_in_critically_ill_patients__The_aim_of_this_study_was_to_evaluate_whether_critically_ill_children_with_obesity_are_more_likely_to_undergo_vascular_device_insertion_excluding_peripheral_IV_catheters_and_develop_related_complications__Design:Multi_institutional_retrospective_observational_cohort_study__Setting:Ninety_four_U_S__PICUs_included_in_the_Virtual_Pediatric_Systems__LLC_database__Patients:120_272_unique_patients_2_to_less_than_18_years_old_admitted_between_January_2009_and_December_2014__Interventions:None__Measurements_and_Main_Results:Patients_were_categorized_into_normal_weight__overweight__and_obese_class_1__2__or_3;_underweight_patients_were_excluded__We_used_mixed_effects_multivariable_logistic_regression_to_test_body_mass_index_category_as_an_independent_predictor_of_vascular_device_placement_and_associated_complications__adjusted_for_age__sex__severity_of_illness__primary_diagnosis__presence_of_a_complex_chronic_condition__and_admission_related_to_trauma_or_surgery__A_total_of_73_964_devices_were_placed_in_45_409_patients_37_8_of_the_total_cohort_received_a_vascular_device__Most_device_types_placed_differed_significantly_by_weight_status__Subjects_with_class_3_obesity_were_less_likely_odds_ratio__0_74;_95_CI__0_67–0_81_to_undergo_placement_of_any_device_compared_with_normal_weight_patients__Patients_with_all_classes_of_obesity_were_more_likely_to_undergo_placement_of_a_peripherally_inserted_central_catheter__with_the_strongest_association_in_those_with_class_2_obesity_odds_ratio__1_26;_95_CI__1_14–1_40__Class_1_and_class_3_obesity_were_independent_risk_factors_for_developing_a_complication__with_odds_ratio_of_1_31_95_CI__1_11–1_53_and_1_45_95_CI__1_07–1_99__respectively__Conclusions:Severe_obesity_is_associated_with_decreased_overall_likelihood_of_placement_of_a_vascular_access_device_but_increased_likelihood_of_peripherally_inserted_central_catheter_placement_and_of_device_related_complications_;Yes;Yes;2018;https://www.semanticscholar.org/paper/050bba5a066bd9566d2068ef3ac54453967a241b
1467;Validity_of_Peripheral_Oxygen_Saturation_Measurements_with_the_Garmin_Fēnix®_5X_Plus_Wearable_Device_at_4559_m;Data Management;8022,8023,8024,8025,8026,8027,8028,8029,8030,8031;8022;null;10885;H__Dai;Rui_Zi;Interesting_bill_color_often_nature_country__Unit_respond_money_your_boy_show_at_Bar_base_group_street_book_former__Save_experience_growth_close_indicate_discover_;Only_town_whether_painting_treatment_enjoy__Maintain_special_listen_even_chair_commercial_history__Improve_despite_cost_least_Recent_all_six_employee_against_white__Low_action_seat_;ShortPaper;Decreased_oxygen_saturation_SO2_at_high_altitude_is_associated_with_potentially_life_threatening_diseases__e_g___high_altitude_pulmonary_edema__Wearable_devices_that_allow_continuous_monitoring_of_peripheral_oxygen_saturation_SpO2__such_as_the_Garmin_Fēnix®_5X_Plus_GAR__might_provide_early_detection_to_prevent_hypoxia_induced_diseases__We_therefore_aimed_to_validate_GAR_derived_SpO2_readings_at_4559_m__SpO2_was_measured_with_GAR_and_the_medically_certified_Covidien_Nellcor_SpO2_monitor_COV_at_six_time_points_in_13_healthy_lowlanders_after_a_rapid_ascent_from_1130_m_to_4559_m__Arterial_blood_gas_ABG_analysis_served_as_the_criterion_measure_and_was_conducted_at_four_of_the_six_time_points_with_the_Radiometer_ABL_90_Flex__Validity_was_assessed_by_intraclass_correlation_coefficients_ICCs__mean_absolute_percentage_error_MAPE__and_Bland–Altman_plots__Mean_±SD_SO2__including_all_time_points_at_4559_m__was_85_2_±_6_2_with_GAR__81_0_±_9_4_with_COV__and_75_0_±_9_5_with_ABG__Validity_of_GAR_was_low__as_indicated_by_the_ICC_0_549__the_MAPE_9_77__the_mean_SO2_difference_7_0__and_the_wide_limits_of_agreement_−6_5;_20_5_vs__ABG__Validity_of_COV_was_good__as_indicated_by_the_ICC_0_883__the_MAPE_6_15__and_the_mean_SO2_difference_0_1_vs__ABG__The_GAR_device_demonstrated_poor_validity_and_cannot_be_recommended_for_monitoring_SpO2_at_high_altitude_;No;Yes;2021;https://www.semanticscholar.org/paper/752c8b64d7206c68a0387200400763de3201559f
4;Ultrasound_guided_central_venous_catheter_placement_increases_success_rates_in_pediatric_patients:a_meta_analysis;Data Management;1837,1838;1837;11327;11271;Laura_Martín‐Francés;J__Ceravalls;Tree_relate_south_inside_three__Top_amount_him_section_number_series_plant__Relate_letter_people_;Public_skill_organization_final_effect_move__Tell_government_contain_sense_action_keep_state__Mr_theory_at_marriage_TV_wall_sit_employee_;FullPaper;;Yes;Yes;2016;https://www.semanticscholar.org/paper/15074946c19224991386a1bb319c87b07128f2b9
1466;Oxygen_Saturation_Behavior_by_Pulse_Oximetry_in_Female_Athletes:Breaking_Myths;Data Management;8015,8011,8020,8021;8021;12915;12216;T__Chang;J_H_Lee;Effect_current_station_just__Charge_tax_create_site_among_fear_;Represent_fear_start_hour_computer_court_again__Mrs_child_live__Heavy_learn_can_wait_letter_Wind_animal_someone_television_local_begin_several_heart__Magazine_debate_instead_become_;DemoPaper;The_myths_surrounding_womens_participation_in_sport_have_been_reflected_in_respiratory_physiology__This_study_aims_to_demonstrate_that_continuous_monitoring_of_blood_oxygen_saturation_during_a_maximal_exercise_test_in_female_athletes_is_highly_correlated_with_the_determination_of_the_second_ventilatory_threshold_VT2_or_anaerobic_threshold_AnT__The_measurements_were_performed_using_a_pulse_oximeter_during_a_maximum_effort_test_on_a_treadmill_on_a_population_of_27_healthy_female_athletes__A_common_behavior_of_the_oxygen_saturation_evolution_during_the_incremental_exercise_test_characterized_by_a_decrease_in_saturation_before_the_aerobic_threshold_AeT_followed_by_a_second_significant_drop_was_observed__Decreases_in_peripheral_oxygen_saturation_during_physical_exertion_have_been_related_to_the_athletes_physical_fitness_condition__However__this_drop_should_not_be_a_limiting_factor_in_womens_physical_performance__We_found_statistically_significant_correlations_between_the_maximum_oxygen_uptake_and_the_appearance_of_the_ventilatory_thresholds_VT1_and_VT2__the_desaturation_time__the_total_test_time__and_between_the_desaturation_time_and_the_VT2__We_observed_a_relationship_between_the_desaturation_time_and_the_VT2_appearance__Indeed__a_linear_regression_model_between_the_desaturation_time_and_the_VT2_appearance_can_predict_80_of_the_values_in_our_sample__Besides__we_suggest_that_pulse_oximetry_is_a_simple__fairly_accurate__and_non_invasive_technique_for_studying_the_physical_condition_of_athletes_who_perform_physical_exertion_;Yes;Yes;2021;https://www.semanticscholar.org/paper/15761ced0f1581438ee9af64533347b9a98b27c0
5;CLABSI_Rounding_Team;Data Management;1839,1840,1841,1842,1843;1843;11328;12406;Tao_Wang;Nupur_K__Das;Might_real_plant_heart__Although_executive_partner_reason_available__Billion_example_thank_design_still_last_investment_none_;Decision_believe_office_plan_cell__Visit_admit_forget_About_term_general_thought_avoid_sure_person__Watch_dog_sort_least__Perhaps_blood_across_product_;DemoPaper;Background:Central_line–associated_bloodstream_infections_CLABSIs_are_an_ongoing_concern_in_health_care__resulting_in_increased_mortality__morbidity__length_of_stay__and_additional_costs_to_hospitals__Local_Problem:Despite_intermittent_improvements_in_CLABSI_rates_within_our_facility__long_term_sustainment_has_been_challenging__Methods:This_was_a_quality_improvement_project_including_a_collaborative_rounding_approach_supported_by_specialty_nursing_roles__Interventions:In_addition_to_implementing_a_variety_of_evidence_based_interventions__the_rounding_team_performed_audits_to_assess_performance_and_created_focused_education_tools_to_address_the_identified_opportunities_within_each_individual_unit__Results:High_levels_of_engagement_as_evidenced_by_increased_audit_completion_resulted_in_CLABSI_reductions__However__2_peaks_in_CLABSI_rates_were_associated_with_higher_volumes_of_coronavirus_disease_COVID_19_hospitalizations_and_decreased_audits__Conclusions:Despite_challenges_correlated_with_COVID_19__a_collaborative_rounding_team_promotes_and_enhances_awareness_of_prevention_methods_and_a_culture_of_safety_;Yes;Yes;2022;https://www.semanticscholar.org/paper/10c8dd03ed798c33240850e0884c3c8b97114c76
